_dataobs_,Race,Signs_Of_Mental_Illness,Body_Camera,Month,Region,REP_Armed_Category,REP_Mental_Illness,IMP_Age,_WARN_,F_Race,I_Race,_NODE_,P_Race0,P_Race1,Q_Race0,Q_Race1,V_Race0,V_Race1,R_Race0,R_Race1,U_Race
1222,1,0,0,9,Northeast,Unarmed,No,32,,1,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,-0.459119497,0.459119497,1
1223,0,0,1,9,Southeast,Sharp Weapon,No,28,,0,1,34,0.353846154,0.646153846,0.353846154,0.646153846,0.380952381,0.619047619,0.646153846,-0.646153846,1
1224,0,0,1,9,Southwest,Gun,No,53,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1225,0,0,0,10,Southeast,Gun,No,28,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
1226,1,0,0,10,Midwest,Undetermined,No,36,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
1227,1,0,1,10,West,Gun,No,18,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
1228,0,0,0,9,Southwest,Undetermined,No,38,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1229,1,0,0,9,Northeast,Undetermined,No,18,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
1230,1,0,0,9,Southeast,Gun,No,32,,1,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,-0.459119497,0.459119497,1
1231,0,0,0,9,Midwest,Gun,No,37,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1232,1,0,0,9,Northeast,Undetermined,No,18,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
1233,1,0,0,9,Midwest,Gun,No,20,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
1234,0,0,0,10,Northeast,Gun,No,57,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1235,0,0,0,10,Northeast,Gun,No,49,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1236,0,0,0,10,Southeast,Blunt Weapon,No,31,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
1237,0,0,0,10,Southeast,Gun,No,26,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
1238,0,0,0,10,Southeast,Gun,No,35,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
1239,0,0,0,9,Southwest,Undetermined,No,26,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1240,1,0,0,10,Northeast,Gun,No,41,,1,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,-0.752066116,0.752066116,0
1241,1,0,0,10,Southeast,Other Weapon,No,57,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
1242,0,0,0,10,Midwest,Sharp Weapon,No,36,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1243,0,0,0,10,Southeast,Gun,No,42,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1244,1,0,0,10,Southeast,Gun,No,36.64517857,,1,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,-0.752066116,0.752066116,0
1245,1,0,0,10,Southwest,Gun,No,19,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
1246,0,0,0,10,Midwest,Undetermined,No,26,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
1247,0,0,0,10,Southeast,Toy Weapon,No,49,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1248,0,0,0,10,West,Sharp Weapon,No,53,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1249,1,0,0,10,West,Sharp Weapon,No,44,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
1250,0,0,0,10,West,Sharp Weapon,No,30,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1251,0,0,0,10,Southeast,Gun,No,31,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
1252,1,0,0,10,Northeast,Gun,No,33,,1,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,-0.752066116,0.752066116,0
1253,0,0,0,10,Southeast,Gun,No,22,,0,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,0.692307692,-0.692307692,1
1254,0,0,0,10,West,Gun,No,38,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1255,0,0,0,10,Southwest,Blunt Weapon,No,23,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1256,0,0,0,10,Southwest,Gun,No,24,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1257,1,0,1,10,Midwest,Gun,No,28,,1,1,34,0.353846154,0.646153846,0.353846154,0.646153846,0.380952381,0.619047619,-0.353846154,0.353846154,1
1258,0,0,0,10,Southwest,Gun,No,42,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1259,0,0,0,10,Midwest,Undetermined,No,38,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1260,0,0,0,10,Southeast,Gun,No,34,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
1261,0,0,0,10,Southeast,Gun,No,29,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
1262,0,0,0,10,West,Vehicle,No,28,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1263,0,0,0,10,Southwest,Sharp Weapon,No,58,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1264,0,0,0,10,Midwest,Toy Weapon,No,45,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1265,0,0,0,10,Southeast,Gun,No,38,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
1266,1,0,0,10,West,Gun,No,40,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
1267,1,0,0,10,Midwest,Gun,No,19,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
1268,1,0,0,10,Southeast,Toy Weapon,No,46,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
1269,0,0,0,10,Southeast,Toy Weapon,No,25,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
1270,1,0,0,10,Southwest,Gun,No,25,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
1271,0,0,0,10,Southwest,Unarmed,No,36,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1272,1,0,0,10,Southwest,Gun,No,33,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
1273,0,0,0,10,Southeast,Undetermined,No,24,,0,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,0.692307692,-0.692307692,1
1274,0,0,0,10,Midwest,Gun,No,37,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1275,0,0,0,10,Southwest,Undetermined,No,34,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1276,0,0,0,10,Southwest,Gun,No,23,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1277,0,0,0,10,West,Sharp Weapon,No,55,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1278,0,0,0,11,West,Gun,No,76,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1279,0,0,0,11,West,Gun,No,40,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1280,1,0,0,11,Southeast,Gun,No,23,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
1281,0,0,0,11,Southeast,Gun,No,56,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1282,0,0,0,11,West,Unarmed,No,33,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1283,0,0,0,11,West,Unarmed,No,26,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1284,0,0,0,11,Southeast,Undetermined,No,43,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1285,0,0,0,11,Southwest,Undetermined,No,36,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1286,0,0,0,11,Southeast,Gun,No,56,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1287,0,0,1,11,Southwest,Gun,No,34,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1288,0,0,0,11,Northeast,Blunt Weapon,No,31,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
1289,0,0,0,11,Southeast,Undetermined,No,17,,0,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,0.692307692,-0.692307692,1
1290,1,0,0,11,Northeast,Gun,No,31,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
1291,0,0,0,11,Midwest,Unarmed,No,19,,0,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,0.692307692,-0.692307692,1
1292,0,0,0,11,West,Gun,No,23,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1293,0,0,0,11,Midwest,Undetermined,No,26,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
1294,0,0,0,11,West,Gun,No,45,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1295,0,0,0,11,Southwest,Gun,No,36,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1296,0,0,0,10,Midwest,Gun,No,31,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
1297,0,0,0,11,Southwest,Gun,No,41,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1298,1,0,0,11,Southeast,Unarmed,No,36.64517857,,1,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,-0.568093385,0.568093385,0
1299,0,0,0,11,Southeast,Gun,No,53,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1300,0,0,0,11,West,Undetermined,No,24,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1301,0,0,1,11,West,Gun,No,22,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1302,0,0,0,11,Southwest,Gun,No,21,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1303,0,0,0,11,West,Gun,No,40,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1304,0,0,0,11,West,Gun,No,36.64517857,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1305,0,0,0,11,Southwest,Gun,No,29,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1306,1,0,0,11,Northeast,Undetermined,No,25,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
1307,0,0,0,11,Southwest,Gun,No,37,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1308,0,0,0,11,West,Sharp Weapon,No,37,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1309,0,0,0,11,West,Gun,No,56,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1310,0,0,1,11,West,Undetermined,No,29,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1311,1,0,1,11,West,Sharp Weapon,No,15,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
1312,1,0,0,11,Southeast,Gun,No,25,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
1313,1,0,0,11,Midwest,Gun,No,26,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
1314,1,0,0,11,Midwest,Gun,No,19,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
1315,0,0,0,11,Southwest,Gun,No,24,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1316,0,0,0,11,Midwest,Gun,No,18,,0,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,0.692307692,-0.692307692,1
1317,0,0,0,11,West,Gun,No,45,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1318,1,0,0,11,Southwest,Gun,No,36,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
1319,1,0,0,11,Southeast,Gun,No,34,,1,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,-0.568093385,0.568093385,0
1320,1,0,0,11,Northeast,Gun,No,23,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
1321,0,0,0,11,Southeast,Sharp Weapon,No,43,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1322,1,0,0,11,Midwest,Gun,No,37,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
1323,1,0,1,11,Midwest,Gun,No,19,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
1324,0,0,0,11,Midwest,Blunt Weapon,No,50,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1325,0,0,1,11,Southwest,Undetermined,No,20,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1326,1,0,0,11,Southeast,Gun,No,23,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
1327,0,0,0,11,Northeast,Gun,No,59,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1328,1,0,0,11,Midwest,Gun,No,33,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
1329,1,0,0,11,Southeast,Gun,No,48,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
1330,0,0,0,11,Midwest,Sharp Weapon,No,18,,0,1,66,0.461538462,0.538461539,0.461538462,0.538461539,0.333333333,0.666666667,0.538461539,-0.538461538,1
1331,0,0,0,11,Northeast,Gun,No,41,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
1332,0,0,0,11,West,Gun,No,23,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1333,1,0,0,11,Southeast,Undetermined,No,41,,1,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,-0.568093385,0.568093385,0
1334,0,0,1,11,Southwest,Blunt Weapon,No,55,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1335,0,0,0,11,Southeast,Unarmed,No,31,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
1336,1,0,0,12,West,Gun,No,38,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
1337,1,0,0,11,Midwest,Gun,No,25,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
1338,0,0,0,12,Southwest,Gun,No,36.64517857,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1339,0,0,0,12,Southeast,Gun,No,83,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1340,0,0,0,12,Southeast,Blunt Weapon,No,22,,0,0,67,0.6875,0.3125,0.6875,0.3125,0.636363636,0.363636364,0.3125,-0.3125,0
1341,0,0,0,12,Southeast,Gun,No,33,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
1342,1,0,0,12,Midwest,Unarmed,No,26,,1,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,-0.459119497,0.459119497,1
1343,1,0,0,12,Midwest,Gun,No,29,,1,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,-0.459119497,0.459119497,1
1344,0,0,0,12,Midwest,Gun,No,55,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1345,0,0,0,12,Southeast,Gun,No,47,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1346,0,0,0,12,West,Gun,No,52,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1347,0,0,0,12,Southeast,Blunt Weapon,No,49,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1348,1,0,1,12,Southeast,Sharp Weapon,No,31,,1,1,34,0.353846154,0.646153846,0.353846154,0.646153846,0.380952381,0.619047619,-0.353846154,0.353846154,1
1349,1,0,0,12,Southwest,Gun,No,37,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
1350,0,0,0,12,Midwest,Undetermined,No,36,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1351,1,0,1,12,Southeast,Gun,No,35,,1,1,49,0.461538462,0.538461539,0.461538462,0.538461539,0.25,0.75,-0.461538462,0.461538462,1
1352,0,0,0,12,West,Unarmed,No,73,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1353,0,0,0,12,West,Undetermined,No,30,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1354,0,0,1,12,Midwest,Sharp Weapon,No,36,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1355,0,0,0,12,Southeast,Undetermined,No,39,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
1356,0,0,0,12,Southeast,Gun,No,36.64517857,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
1357,0,0,0,12,Southeast,Gun,No,31,,0,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,0.540880503,-0.540880503,1
1358,0,0,0,12,Southwest,Sharp Weapon,No,30,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1359,1,0,0,12,Northeast,Gun,No,28,,1,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,-0.459119497,0.459119497,1
1360,1,0,0,12,Southeast,Gun,No,18,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
1361,0,0,0,12,Midwest,Gun,No,24,,0,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,0.692307692,-0.692307692,1
1362,0,0,0,12,West,Gun,No,60,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1363,0,0,0,12,Southeast,Gun,No,52,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1364,0,0,0,12,Southeast,Sharp Weapon,No,48,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1365,1,0,0,12,West,Gun,No,20,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
1366,0,0,0,12,West,Gun,No,33,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1367,0,0,0,12,West,Gun,No,37,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1368,1,0,0,12,West,Gun,No,44,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
1369,0,0,0,12,Southwest,Sharp Weapon,No,46,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1370,0,0,1,11,Southwest,Unarmed,No,26,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1371,0,0,0,10,Midwest,Sharp Weapon,No,62,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1372,0,0,0,8,West,Undetermined,No,32,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1373,0,0,0,8,Southeast,Gun,No,55,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1374,0,0,0,12,Southwest,Gun,No,25,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
1375,0,0,0,8,Southeast,Gun,No,54,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1376,1,0,0,12,Southeast,Gun,No,19,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
1377,0,0,0,12,West,Undetermined,No,38,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1378,0,0,0,12,Southeast,Gun,No,27,,0,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,0.540880503,-0.540880503,1
1379,1,0,0,12,West,Gun,No,24,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
1380,1,0,0,12,Southeast,Gun,No,18,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
1381,1,0,1,12,West,Sharp Weapon,No,29,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
1382,0,0,0,12,Southeast,Sharp Weapon,No,53,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
1383,0,0,0,12,Southwest,Gun,No,71,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1384,0,0,0,12,Midwest,Sharp Weapon,No,41,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1385,0,0,0,12,Southwest,Gun,No,36,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
1386,1,0,1,12,Southeast,Gun,No,52,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
1387,0,0,0,12,Southeast,Sharp Weapon,No,28,,0,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,0.540880503,-0.540880503,1
1388,1,0,0,12,Southeast,Gun,No,21,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
